id;nome_alimento;preparo;kcal;proteina;lipidios;carboidratos;fibra
1170;Creme de legumes (sopa desidratada);Não se aplica;10.55;0.48;0.02;2.15;0.23
1171;Yakissoba ;Não se aplica;527;8.38;30.76;57.54;3.9
1172;Milho verde com ervilha em conserva;Cru(a);79.52;3.83;0.47;16.81;2.96
1173;Milho verde com ervilha em conserva;Cozido(a);79.52;3.83;0.47;16.81;2.96
1174;Milho verde com ervilha em conserva;Frito(a);79.52;3.83;0.47;16.81;2.96
1175;Milho verde com ervilha em conserva;Não se aplica;79.52;3.83;0.47;16.81;2.96
1176;Feijoada;Não se aplica;181.59;11.11;7.9;16.92;5.68
1177;Feijão branco com dobradinha em conserva;Não se aplica;136.38;10.68;5.91;10.2;2.33
1178;Cozido;Não se aplica;87.33;5.61;3.79;7.93;1.74
1179;Pasta de carne em conserva;Não se aplica;245.65;9.89;16.89;14.1;0.17
1180;Pasta de presunto em conserva;Não se aplica;276.46;17.86;21.43;1.8;0
1181;Pasta de galinha em conserva;Não se aplica;214.36;16.39;14.53;3.66;0.25
1182;Carne bovina em conserva;Não se aplica;242;24.22;15.42;0;0
1183;Almôndega ;Não se aplica;214.85;20.64;9.2;11;0.76
1184;Kitute bovino;Não se aplica;242;24.22;15.42;0;0
1185;Almôndega ao molho em conserva;Não se aplica;203.52;16.16;10.72;9.7;0.91
1186;Kitute suíno;Não se aplica;178;22.62;9.02;0;0
1187;Presuntada;Não se aplica;178;22.62;9.02;0;0
1188;Fiambre ;Cru(a);178;22.62;9.02;0;0
1189;Fiambre ;Cozido(a);178;22.62;9.02;0;0
1190;Fiambre ;Assado(a);178;22.62;9.02;0;0
1191;Fiambre ;Frito(a);178;22.62;9.02;0;0
1192;Salsicha em conserva;Não se aplica;269.08;8.3;25.81;0.27;0.01
1193;Sardinha em conserva;Não se aplica;208;24.62;11.45;0;0
1194;Atum em conserva;Não se aplica;198;29.13;8.21;0;0
1195;Pepino em conserva;Não se aplica;12;0.6;0.14;2.59;1.1
1196;Pasta de peixe em conserva;Não se aplica;198;29.13;8.21;0;0
1197;Picles;Não se aplica;12;0.6;0.14;2.59;1.1
1198;Nabo em conserva;Não se aplica;43.26;0.87;0.19;9.94;1.59
1199;Strogonoff ;Não se aplica;147.68;12.83;9.11;4.13;0.44
1200;Salmão em conserva;Não se aplica;136;23.08;4.83;0;0
1201;Creme de cebola (sopa desidratada) light;Não se aplica;46.31;0.82;2.47;5.34;0.2
1202;Creme de legumes (sopa desidratada) light;Não se aplica;10.55;0.48;0.02;2.15;0.23
1203;Yakissoba (sopa de legumes desidratada) light;Não se aplica;80.04;3.01;0.47;15.61;0.97
1204;Atum em conserva light;Não se aplica;116;25.51;0.82;0;0
1205;Frango inteiro;Cru(a);239;27.3;13.6;0;0
1206;Frango inteiro;Cozido(a);239;27.3;13.6;0;0
1207;Frango inteiro;Grelhado(a)/brasa/churrasco;239;27.3;13.6;0;0
1208;Frango inteiro;Assado(a);239;27.3;13.6;0;0
1209;Frango inteiro;Frito(a);261.66;27.3;16.16;0;0
1210;Frango inteiro;Empanado(a)/à milanesa;277.84;27.76;16.21;3.39;0.14
1211;Frango inteiro;Refogado(a);261.66;27.3;16.16;0;0
1212;Frango inteiro;Molho vermelho;196;22.1;10.92;1.08;0.3
1213;Frango inteiro;Ensopado;261.66;27.3;16.16;0;0
1214;Parte de galinha ou frango não especificada;Cru(a);239;27.3;13.6;0;0
1215;Parte de galinha ou frango não especificada;Cozido(a);239;27.3;13.6;0;0
1216;Parte de galinha ou frango não especificada;Grelhado(a)/brasa/churrasco;239;27.3;13.6;0;0
1217;Parte de galinha ou frango não especificada;Assado(a);239;27.3;13.6;0;0
1218;Parte de galinha ou frango não especificada;Frito(a);261.66;27.3;16.16;0;0
1219;Parte de galinha ou frango não especificada;Empanado(a)/à milanesa;277.84;27.76;16.21;3.39;0.14
1220;Parte de galinha ou frango não especificada;Refogado(a);261.66;27.3;16.16;0;0
1221;Parte de galinha ou frango não especificada;Molho vermelho;196;22.1;10.92;1.08;0.3
1222;Parte de galinha ou frango não especificada;Ensopado;261.66;27.3;16.16;0;0
1223;Parte de galinha ou frango não especificada;Não se aplica;239;27.3;13.6;0;0
1224;Frango em pedaços;Cru(a);239;27.3;13.6;0;0
1225;Frango em pedaços;Cozido(a);239;27.3;13.6;0;0
1226;Frango em pedaços;Grelhado(a)/brasa/churrasco;239;27.3;13.6;0;0
1227;Frango em pedaços;Assado(a);239;27.3;13.6;0;0
1228;Frango em pedaços;Frito(a);261.66;27.3;16.16;0;0
1229;Frango em pedaços;Empanado(a)/à milanesa;277.84;27.76;16.21;3.39;0.14
1230;Frango em pedaços;Refogado(a);261.66;27.3;16.16;0;0
1231;Frango em pedaços;Molho vermelho;196;22.1;10.92;1.08;0.3
1232;Frango em pedaços;Molho branco;226.79;22.6;13.71;1.85;0.04
1233;Frango em pedaços;Ao alho e óleo;261.66;27.3;16.16;0;0
1234;Frango em pedaços;Com manteiga/óleo;192.14;30.93;6.68;0;0
1235;Frango em pedaços;Ensopado;261.66;27.3;16.16;0;0
1236;Frango em pedaços;Sopa;31.47;1.61;1.06;3.64;0.13
1237;Frango em pedaços;Não se aplica;239;27.3;13.6;0;0
1238;Galinha em pedaços ;Cozido(a);239;27.3;13.6;0;0
1239;Galinha em pedaços ;Grelhado(a)/brasa/churrasco;239;27.3;13.6;0;0
1240;Galinha em pedaços ;Assado(a);239;27.3;13.6;0;0
1241;Galinha em pedaços ;Frito(a);261.66;27.3;16.16;0;0
1242;Galinha em pedaços ;Empanado(a)/à milanesa;277.84;27.76;16.21;3.39;0.14
1243;Galinha em pedaços ;Refogado(a);261.66;27.3;16.16;0;0
1244;Galinha em pedaços ;Molho vermelho;196;22.1;10.92;1.08;0.3
1245;Galinha em pedaços ;Molho branco;226.79;22.6;13.71;1.85;0.04
1246;Galinha em pedaços ;Ensopado;261.66;27.3;16.16;0;0
1247;Carne de galinha ;Cru(a);239;27.3;13.6;0;0
1248;Carne de galinha ;Cozido(a);239;27.3;13.6;0;0
1249;Carne de galinha ;Grelhado(a)/brasa/churrasco;239;27.3;13.6;0;0
1250;Carne de galinha ;Assado(a);239;27.3;13.6;0;0
1251;Carne de galinha ;Frito(a);261.66;27.3;16.16;0;0
1252;Carne de galinha ;Empanado(a)/à milanesa;277.84;27.76;16.21;3.39;0.14
1253;Carne de galinha ;Refogado(a);239;27.3;13.6;0;0
1254;Carne de galinha ;Molho vermelho;261.66;27.3;16.16;0;0
1255;Carne de galinha ;Molho branco;226.79;22.6;13.71;1.85;0.04
1256;Carne de galinha ;Ensopado;261.66;27.3;16.16;0;0
1257;Carne de galinha ;Sopa;31.47;1.61;1.06;3.64;0.13
1258;Carne de galinha ;Não se aplica;239;27.3;13.6;0;0
1259;Peito de galinha ou frango;Cru(a);173;30.91;4.51;0;0
1260;Peito de galinha ou frango;Cozido(a);173;30.91;4.51;0;0
1261;Peito de galinha ou frango;Grelhado(a)/brasa/churrasco;173;30.91;4.51;0;0
1262;Peito de galinha ou frango;Assado(a);173;30.91;4.51;0;0
1263;Peito de galinha ou frango;Frito(a);195.66;30.91;7.07;0;0
1264;Peito de galinha ou frango;Empanado(a)/à milanesa;211.84;31.37;7.12;3.39;0.14
1265;Peito de galinha ou frango;Refogado(a);195.66;30.91;7.07;0;0
1266;Peito de galinha ou frango;Molho vermelho;143.2;24.99;3.64;1.08;0.3
1267;Peito de galinha ou frango;Molho branco;170.99;25.51;6.1;1.85;0.04
1268;Peito de galinha ou frango;Ensopado;195.66;30.91;7.07;0;0
1269;Peito de galinha ou frango;Sopa;31.47;1.61;1.06;3.64;0.13
1270;Peito de galinha ou frango;Não se aplica;173;30.91;4.51;0;0
1271;Filé de frango;Cru(a);173;30.91;4.51;0;0
1272;Filé de frango;Cozido(a);173;30.91;4.51;0;0
1273;Filé de frango;Grelhado(a)/brasa/churrasco;173;30.91;4.51;0;0
1274;Filé de frango;Assado(a);173;30.91;4.51;0;0
1275;Filé de frango;Frito(a);195.66;30.91;7.07;0;0
1276;Filé de frango;Empanado(a)/à milanesa;211.84;31.37;7.12;3.39;0.14
1277;Filé de frango;Refogado(a);195.66;30.91;7.07;0;0
1278;Filé de frango;Molho vermelho;143.2;24.99;3.64;1.08;0.3
1279;Filé de frango;Molho branco;170.99;25.51;6.1;1.85;0.04
1280;Filé de frango;Ao alho e óleo;195.66;30.91;7.07;0;0
1281;Filé de frango;Ensopado;195.66;30.91;7.07;0;0
1282;Filé de frango;Não se aplica;173;30.91;4.51;0;0
1283;Carcaça de galinha ou frango;Cozido(a);173;30.91;4.51;0;0
1284;Carcaça de galinha ou frango;Assado(a);173;30.91;4.51;0;0
1285;Carcaça de galinha ou frango;Frito(a);195.66;30.91;7.07;0;0
1286;Carcaça de galinha ou frango;Refogado(a);195.66;30.91;7.07;0;0
1287;Carcaça de galinha ou frango;Ensopado;195.66;30.91;7.07;0;0
1288;Asa de galinha ou frango;Cru(a);290;26.86;19.46;0;0
1289;Asa de galinha ou frango;Cozido(a);290;26.86;19.46;0;0
1290;Asa de galinha ou frango;Grelhado(a)/brasa/churrasco;290;26.86;19.46;0;0
1291;Asa de galinha ou frango;Assado(a);290;26.86;19.46;0;0
1292;Asa de galinha ou frango;Frito(a);312.66;26.86;22.02;0;0
1293;Asa de galinha ou frango;Empanado(a)/à milanesa;328.84;27.32;22.07;3.39;0.14
1294;Asa de galinha ou frango;Refogado(a);312.66;26.86;22.02;0;0
1295;Asa de galinha ou frango;Molho vermelho;236.8;21.75;15.6;1.08;0.3
1296;Asa de galinha ou frango;Ensopado;312.66;26.86;22.02;0;0
1297;Drumete de galinha ou frango;Cozido(a);213;27.73;10.5;0;0
1298;Drumete de galinha ou frango;Grelhado(a)/brasa/churrasco;213;27.73;10.5;0;0
1299;Drumete de galinha ou frango;Assado(a);213;27.73;10.5;0;0
1300;Drumete de galinha ou frango;Frito(a);235.66;27.73;13.06;0;0
1301;Drumete de galinha ou frango;Refogado(a);235.66;27.73;13.06;0;0
1302;Drumete de galinha ou frango;Molho vermelho;175.2;22.45;8.44;1.08;0.3
1303;Pescoço de galinha ou frango;Cozido(a);300;25.95;20.97;0;0
1304;Pescoço de galinha ou frango;Assado(a);300;25.95;20.97;0;0
1305;Pescoço de galinha ou frango;Frito(a);322.66;25.95;23.53;0;0
1306;Pescoço de galinha ou frango;Refogado(a);322.66;25.95;23.53;0;0
1307;Pescoço de galinha ou frango;Molho branco;272.59;21.54;19.27;1.85;0.04
1308;Pé de galinha ou frango;Cozido(a);215;19.4;14.6;0.2;0
1309;Pé de galinha ou frango;Grelhado(a)/brasa/churrasco;215;19.4;14.6;0.2;0
1310;Pé de galinha ou frango;Assado(a);215;19.4;14.6;0.2;0
1311;Pé de galinha ou frango;Frito(a);237.66;19.4;17.16;0.2;0
1312;Pé de galinha ou frango;Refogado(a);237.66;19.4;17.16;0.2;0
1313;Pé de galinha ou frango;Molho vermelho;176.8;15.78;11.72;1.24;0.3
1314;Pé de galinha ou frango;Ensopado;237.66;19.4;17.16;0.2;0
1315;Miúdo de galinha ou frango ;Cozido(a);167;24.46;6.51;0.87;0
1316;Miúdo de galinha ou frango ;Assado(a);167;24.46;6.51;0.87;0
1317;Miúdo de galinha ou frango ;Frito(a);189.66;24.46;9.07;0.87;0
1318;Miúdo de galinha ou frango ;Molho vermelho;138.4;19.83;5.24;1.77;0.3
1319;Miúdo de galinha ou frango ;Sopa;31.47;1.61;1.06;3.64;0.13
1320;Moela de galinha ou frango;Cozido(a);146;30.39;2.68;0;0
1321;Moela de galinha ou frango;Grelhado(a)/brasa/churrasco;146;30.39;2.68;0;0
1322;Moela de galinha ou frango;Frito(a);168.66;30.39;5.24;0;0
1323;Moela de galinha ou frango;Refogado(a);168.66;30.39;5.24;0;0
1324;Moela de galinha ou frango;Molho vermelho;121.6;24.58;2.18;1.08;0.3
1325;Moela de galinha ou frango;Molho branco;149.39;25.09;4.63;1.85;0.04
1326;Moela de galinha ou frango;Ensopado;168.66;30.39;5.24;0;0
1327;Moela de galinha ou frango;Sopa;31.47;1.61;1.06;3.64;0.13
1328;Coração de frango;Cozido(a);185;26.41;7.92;0.1;0
1329;Coração de frango;Grelhado(a)/brasa/churrasco;185;26.41;7.92;0.1;0
1330;Coração de frango;Assado(a);185;26.41;7.92;0.1;0
1331;Coração de frango;Frito(a);207.66;26.41;10.48;0.1;0
1332;Coração de frango;Ensopado;185;26.41;7.92;0.1;0
1333;Fígado de galinha ou frango;Cozido(a);167;24.46;6.51;0.87;0
1334;Fígado de galinha ou frango;Assado(a);167;24.46;6.51;0.87;0
1335;Fígado de galinha ou frango;Frito(a);189.66;24.46;9.07;0.87;0
1336;Canja ;Não se aplica;31.47;1.61;1.06;3.64;0.13
1337;Peru em pedaço não especificado;Cozido(a);207;26.94;10.24;0;0
1338;Peru em pedaço não especificado;Assado(a);207;26.94;10.24;0;0
1339;Peru em pedaço não especificado;Frito(a);229.66;26.94;12.8;0;0
1340;Peru em pedaço não especificado;Ensopado;229.66;26.94;12.8;0;0
1341;Peito de peru;Cru(a);140;30.19;1.18;0;0
1342;Peito de peru;Cozido(a);140;30.19;1.18;0;0
1343;Peito de peru;Grelhado(a)/brasa/churrasco;140;30.19;1.18;0;0
1344;Peito de peru;Assado(a);140;30.19;1.18;0;0
1345;Peito de peru;Frito(a);162.66;30.19;3.74;0;0
1346;Peito de peru;Empanado(a)/à milanesa;162.66;30.19;3.74;0;0
1347;Peito de peru;Não se aplica;140;30.19;1.18;0;0
1348;Asa de peru;Cozido(a);229;27.38;12.43;0;0
1349;Asa de peru;Assado(a);229;27.38;12.43;0;0
1350;Chester ;Cozido(a);207;26.94;10.24;0;0
1351;Chester ;Assado(a);207;26.94;10.24;0;0
1352;Chester ;Não se aplica;207;26.94;10.24;0;0
1353;Tender;Assado(a);178;22.62;9.02;0;0
1354;Nambu ;Cozido(a);219;23.9;13;0;0
1355;Nuggets de frango;Grelhado(a)/brasa/churrasco;273.02;16.24;15.63;15.91;0.64
1356;Nuggets de frango;Assado(a);273.02;16.24;15.63;15.91;0.64
1357;Nuggets de frango;Frito(a);273.02;16.24;15.63;15.91;0.64
1358;Nuggets de frango;Empanado(a)/à milanesa;273.02;16.24;15.63;15.91;0.64
1359;Nuggets de frango;Refogado(a);273.02;16.24;15.63;15.91;0.64
1360;Steak de frango;Cozido(a);211.84;31.37;7.12;3.39;0.14
1361;Steak de frango;Grelhado(a)/brasa/churrasco;211.84;31.37;7.12;3.39;0.14
1362;Steak de frango;Assado(a);211.84;31.37;7.12;3.39;0.14
1363;Steak de frango;Frito(a);211.84;31.37;7.12;3.39;0.14
1364;Steak de frango;Empanado(a)/à milanesa;211.84;31.37;7.12;3.39;0.14
1365;Steak de frango;Não se aplica;211.84;31.37;7.12;3.39;0.14
1366;Codorna;Frito(a);269.66;32.4;14.66;0;0
1367;Pé e asa de galinha ou frango;Cozido(a);290;26.86;19.46;0;0
1368;Pé e asa de galinha ou frango;Assado(a);290;26.86;19.46;0;0
1369;Pé e asa de galinha ou frango;Frito(a);312.66;26.86;22.02;0;0
1370;Ovo de galinha;Cru(a);155;12.58;10.61;1.12;0
1371;Ovo de galinha;Cozido(a);155;12.58;10.61;1.12;0
1372;Ovo de galinha;Assado(a);155;12.58;10.61;1.12;0
1373;Ovo de galinha;Frito(a);222.59;13.67;17.65;1.22;0
1374;Ovo de galinha;Refogado(a);155;12.58;10.61;1.12;0
1375;Ovo de galinha;Molho vermelho;155;12.58;10.61;1.12;0
1376;Ovo de galinha;Ao alho e óleo;222.59;13.67;17.65;1.22;0
1377;Ovo de galinha;Com manteiga/óleo;214.18;13.73;16.7;1.22;0
1378;Ovo de galinha;Ao vinagrete;155;12.58;10.61;1.12;0
1379;Ovo de galinha;Ensopado;155;12.58;10.61;1.12;0
1380;Ovo de galinha;Mingau;155;12.58;10.61;1.12;0
1381;Ovo de galinha;Não se aplica;155;12.58;10.61;1.12;0
1382;Ovo de codorna;Cru(a);155;12.58;10.61;1.12;0
1383;Ovo de codorna;Cozido(a);155;12.58;10.61;1.12;0
1384;Ovo de codorna;Frito(a);222.59;13.67;17.65;1.22;0
1385;Ovo de codorna;Ao vinagrete;155;12.58;10.61;1.12;0
1386;Ovo de codorna;Não se aplica;155;12.58;10.61;1.12;0
1387;Galinhad'angola abatida. congelada ou viva;Cozido(a);247;32.4;12.1;0;0
1388;Galinhad'angola abatida. congelada ou viva;Assado(a);247;32.4;12.1;0;0
1389;Capote ;Cozido(a);247;32.4;12.1;0;0
1390;Capote ;Assado(a);247;32.4;12.1;0;0
1391;Capote ;Frito(a);269.66;32.4;14.66;0;0
1392;Mutum ;Cozido(a);239;27.3;13.6;0;0
1393;Pato em pedaços;Cozido(a);201;26.14;9.97;0;0
1394;Pato em pedaços;Ensopado;201;26.14;9.97;0;0
1395;Peito de pato;Frito(a);223.66;26.14;12.53;0;0
1396;Carne de pato ;Cozido(a);201;26.14;9.97;0;0
1397;Carne de pato ;Assado(a);201;26.14;9.97;0;0
1398;Carne de pato ;Frito(a);223.66;26.14;12.53;0;0
1399;Peito de peru light;Cru(a);140;30.19;1.18;0;0
1400;Peito de peru light;Cozido(a);140;30.19;1.18;0;0
1401;Peito de peru light;Não se aplica;140;30.19;1.18;0;0
1402;Frango inteiro orgânico;Cozido(a);239;27.3;13.6;0;0
1403;Frango inteiro orgânico;Assado(a);239;27.3;13.6;0;0
1404;Filé de frango orgânico;Cozido(a);173;30.91;4.51;0;0
1405;Filé de frango orgânico;Grelhado(a)/brasa/churrasco;173;30.91;4.51;0;0
1406;Filé de frango orgânico;Frito(a);195.66;30.91;7.07;0;0
1407;Filé de frango orgânico;Empanado(a)/à milanesa;211.84;31.37;7.12;3.39;0.14
1408;Leite de vaca integral;Não se aplica;60.03;3.22;3.25;4.52;0
1409;Leite de vaca fresco ;Não se aplica;60.03;3.22;3.25;4.52;0
1410;Leite de cabra;Não se aplica;69.03;3.56;4.14;4.45;0
1411;Leite em pó integral;Não se aplica;480;25.76;26;36.16;0
1412;Leite em pó desnatado;Não se aplica;358;35.1;0.72;52.19;0
1413;Leite em pó ;Não se aplica;480;25.76;26;36.16;0
1414;Leite condensado;Não se aplica;319.7;7.88;8.67;54.18;0
1415;Leite beijinho;Não se aplica;319.7;7.88;8.67;54.18;0
1416;Creme de leite;Não se aplica;292;2.17;30.91;2.96;0
1417;Chantilly;Não se aplica;276.39;2.93;24.57;12.36;0
1418;Iogurte de qualquer sabor;Não se aplica;98.69;3.46;3.47;14.62;2.13
1419;Iogurte desnatado;Não se aplica;56;5.73;0.18;7.68;0
1420;Iogurte natural;Não se aplica;61;3.47;3.25;4.66;0
1421;Yakult de qualquer sabor;Não se aplica;69.3;3.03;0.07;14.46;0
1422;Bebida láctea;Não se aplica;91.13;2.78;1.15;18.03;0.14
1423;Leite fermentado;Não se aplica;50.23;3.32;1.98;4.7;0
1424;Coalhada;Não se aplica;61;3.47;3.25;4.66;0
1425;Manteiga com ou sem sal;Não se aplica;717;0.85;81.11;0.06;0
1426;Manteiga de garrafa;Não se aplica;717;0.85;81.11;0.06;0
1427;Margarina com ou sem sal;Não se aplica;719;0.9;80.5;0.9;0
1428;Queijo prato;Não se aplica;302;25.96;20.03;3.83;0
1429;Queijo colonial;Não se aplica;302;25.96;20.03;3.83;0
1430;Queijo de colônia;Não se aplica;302;25.96;20.03;3.83;0
1431;Queijo muçarela;Não se aplica;318;21.6;24.64;2.47;0
1432;Muçarela;Não se aplica;318;21.6;24.64;2.47;0
1433;Muçarela de búfala;Não se aplica;318;21.6;24.64;2.47;0
1434;Queijo de búfala;Não se aplica;318;21.6;24.64;2.47;0
1435;Queijo de reino;Não se aplica;356;24.94;27.44;2.22;0
1436;Queijo de minas;Não se aplica;240;17.6;14.1;10.6;0
1437;Queijo de manteiga;Não se aplica;318;21.6;24.64;2.47;0
1438;Quechimia;Não se aplica;240;17.6;14.1;10.6;0
1439;Queijo de coalho;Não se aplica;373;24.48;30.28;0.68;0
1440;Queijo canastra;Não se aplica;240;17.6;14.1;10.6;0
1441;Queijo ricota;Não se aplica;174;11.26;12.98;3.04;0
1442;Leite de soja com sabor ;Não se aplica;64.05;3.68;1.65;9.07;1.1
1443;Ades original;Não se aplica;54;3.27;1.75;6.28;0.6
1444;Queijo ralado;Não se aplica;431;38.46;28.61;4.06;0
1445;Queijo provolone;Não se aplica;351;25.58;26.62;2.14;0
1446;Queijo polenguinho;Não se aplica;349;7.55;34.87;2.66;0
1447;Requeijão;Não se aplica;231;10.6;17.6;7;0
1448;Queijo cremoso;Não se aplica;231;10.6;17.6;7;0
1449;Queijo não especificado;Não se aplica;375;22.15;31.25;1.6;0
1450;Leite com sabor;Não se aplica;83.32;3.18;3.4;10.38;0.8
1451;Leite achocolatado;Não se aplica;83.32;3.18;3.4;10.38;0.8
1452;Leite aRomãtizado;Não se aplica;83.32;3.18;3.4;10.38;0.8
1453;Bebida achocolatada;Não se aplica;83.32;3.18;3.4;10.38;0.8
1454;Nata;Não se aplica;195;2.7;19.31;3.66;0
1455;Queijo gorgonzola;Não se aplica;353;21.4;28.74;2.34;0
1456;Tofu;Não se aplica;61;6.55;3.69;1.8;0.2
1457;Leite de soja em pó;Não se aplica;408.33;32.85;13.22;42.13;9.18
1458;Leite de vaca desnatado;Não se aplica;34.15;3.39;0.08;4.98;0
1459;Leite de vaca semidesnatado;Não se aplica;42;3.37;0.97;4.99;0
1460;Leite não especificado pasteurizado;Não se aplica;60.03;3.22;3.25;4.52;0
1461;Iogurte de qualquer sabor light;Não se aplica;102;4.37;1.08;19.05;0.3
1462;Iogurte de qualquer sabor diet;Não se aplica;51.35;3.11;2.65;3.88;0.08
1463;Margarina light;Não se aplica;253.69;0.08;28.52;0.27;0
1464;Leite de vaca integral orgânico;Não se aplica;60.03;3.22;3.25;4.52;0
1465;Leite de vaca fresco orgânico;Não se aplica;60.03;3.22;3.25;4.52;0
1466;Leite semidesnatado de vaca orgânico;Não se aplica;42;3.37;0.97;4.99;0
1467;Creme de leite orgânico;Não se aplica;292;2.17;30.91;2.96;0
1468;Iogurte de qualquer sabor orgânico;Não se aplica;98.69;3.46;3.47;14.62;2.13
1469;Iogurte de qualquer sabor desnatado orgânico;Não se aplica;95;4.4;0.2;19;0
1470;Iogurte natural de qualquer sabor orgânico;Não se aplica;61;3.47;3.25;4.66;0
1471;Muçarela light;Não se aplica;302;25.96;20.03;3.83;0
1472;Queijo muçarela light;Não se aplica;302;25.96;20.03;3.83;0
1473;Leite de soja com sabor light;Não se aplica;53.21;2.56;1.03;8.62;0.69
1474;Ades light;Não se aplica;39.37;1.99;0.82;6.18;0.55
1475;Creme de leite light;Não se aplica;59;2.6;1.4;9;0
1476;Queijo prato light;Não se aplica;297.3;24.49;21.36;1.22;0
1477;Queijo de minas light;Não se aplica;90;13.74;1.93;3.63;0
1478;Queijo de coalho light;Não se aplica;297.3;24.49;21.36;1.22;0
1479;Queijo ricota light;Não se aplica;92.69;14.56;0.29;7.08;0
1480;Queijo ralado light;Não se aplica;265;20;20;1.37;0
1481;Queijo polenguinho light;Não se aplica;231;10.6;17.6;7;0
1482;Requeijão light;Não se aplica;231;10.6;17.6;7;0
1483;Queijo não especificado light;Não se aplica;90;13.74;1.93;3.63;0
1484;Leite achocolatado light;Não se aplica;63;3.24;1;10.44;0.5
1485;Bebida achocolatada light;Não se aplica;63;3.24;1;10.44;0.5
1486;Leite com sabor diet;Não se aplica;73.29;3.48;3.51;7.09;0.39
1487;Leite achocolatado diet;Não se aplica;73.29;3.48;3.51;7.09;0.39
1488;Bebida achocolatada diet;Não se aplica;73.29;3.48;3.51;7.09;0.39
1489;Leite de soja em pó light;Não se aplica;379.58;32.94;2.8;59.92;2.4
1490;Leite em pó com sabor;Não se aplica;405;3.3;3.1;90.9;4.8
1491;Manteiga com ou sem sal light;Não se aplica;347.32;0.41;39.29;0.03;0
1492;Queijo de minas frescal orgânico;Não se aplica;240;17.6;14.1;10.6;0
1493;Queijo de coalho frescal orgânico;Não se aplica;373;24.48;30.28;0.68;0
1494;Pão de hambúrguer;Não se aplica;279;9.5;4.33;49.45;2.1
1495;Pão de sal;Não se aplica;300;8;3.1;58.6;2.3
1496;Pão doce;Não se aplica;355.23;5.15;13.08;55.83;2.02
1497;Chineque;Não se aplica;355.23;5.15;13.08;55.83;2.02
1498;Chineque com farofa;Não se aplica;355.23;5.15;13.08;55.83;2.02
1499;Pão de mel;Não se aplica;508.36;4.46;18.34;85.04;1.85
1500;Panetone;Não se aplica;355.95;7.45;10.43;58.03;2.14
1501;Bisnaguinha;Não se aplica;310;10.86;6.47;52.04;2
1502;Croissant;Não se aplica;455.16;8.04;26.26;46.84;1.75
1503;Pão de forma industrializado de qualquer marca;Não se aplica;266;7.64;3.29;50.61;2.4
1504;Pão de queijo;Não se aplica;363;5.1;24.6;34.2;0.6
1505;Pão de milho;Não se aplica;316.62;7.2;10.43;47.96;4.38
1506;Pão integral;Não se aplica;247;12.95;3.35;41.29;6.71
1507;Pão não especificado;Não se aplica;300;8;3.1;58.6;2.3
1508;Torrada de qualquer pão;Não se aplica;377;10.5;3.3;74.6;3.4
1509;Rosca doce;Não se aplica;422.97;4.54;20.61;55.53;1.07
1510;Rosquinha doce;Não se aplica;443;8.1;12;75.2;2.1
1511;Rosca salgada;Não se aplica;245.75;12.83;9.85;25.8;1.18
1512;Rosquinha salgada;Não se aplica;432;10.1;14.4;68.7;2.5
1513;Biscoito salgado;Não se aplica;432;10.1;14.4;68.7;2.5
1514;Presuntinho biscoito;Não se aplica;508.99;8.88;25.4;60.74;2.55
1515;Biscoito de polvilho;Não se aplica;436.72;4.46;29.08;38.37;0
1516;Bolacha salgada;Não se aplica;432;10.1;14.4;68.7;2.5
1517;Chips (salgadinhos);Não se aplica;558.86;5.08;35.25;55.41;2.76
1518;Baconzitos;Não se aplica;508.99;8.88;25.4;60.74;2.55
1519;Biscoito salgado integral;Não se aplica;412.43;11.49;16.07;60.85;10.23
1520;Biscoito doce;Não se aplica;443;8.1;12;75.2;2.1
1521;Cavaco chinês;Não se aplica;443;8.1;12;75.2;2.1
1522;Sequilho;Não se aplica;443;8.1;12;75.2;2.1
1523;Tareço;Não se aplica;443;8.1;12;75.2;2.1
1524;Solda;Não se aplica;432;10.1;14.4;68.7;2.5
1525;Brevidade;Não se aplica;371.22;3.18;14.61;57.71;1.06
1526;Bolacha doce;Não se aplica;443;8.1;12;75.2;2.1
1527;Maria maluca (bolacha doce);Não se aplica;443;8.1;12;75.2;2.1
1528;Quebraquebra;Não se aplica;443;8.1;12;75.2;2.1
1529;Rocambole;Não se aplica;339.26;6.32;26.93;18.55;0.54
1530;Cuca de qualquer tipo;Não se aplica;355.23;5.15;13.08;55.83;2.02
1531;Bolo de milho;Não se aplica;311;4.8;12.4;45.1;0.7
1532;Amidomil (bolinho);Não se aplica;311;4.8;12.4;45.1;0.7
1533;Angusor de milho;Não se aplica;311;4.8;12.4;45.1;0.7
1534;Grustoli (bolinho doce);Não se aplica;421.37;5.55;19.81;55.7;1.21
1535;Bolo de aipim;Não se aplica;324;4.4;12.7;47.9;0.7
1536;Bolo de tapioca;Não se aplica;324;4.4;12.7;47.9;0.7
1537;Bolo de macaxeira;Não se aplica;324;4.4;12.7;47.9;0.7
1538;Bolo de goma;Não se aplica;324;4.4;12.7;47.9;0.7
1539;Bolo de batatadoce;Não se aplica;324;4.4;12.7;47.9;0.7
1540;Bolo de arroz;Não se aplica;324;4.4;12.7;47.9;0.7
1541;Bolo de cará;Não se aplica;324;4.4;12.7;47.9;0.7
1542;Tortas doces de qualquer sabor;Não se aplica;119.67;2.28;5.38;15.56;0.48
